year,event_id,loss
184,556,51.14346857
184,557,4.99231691
185,558,1.427018596
185,559,0.852078753
186,560,2.833626609
186,561,1.015483963
186,562,86.74933388
187,563,33.60670612
187,564,3.738309812
187,565,7.171371412
187,566,1.303279347
188,567,0.741415725
188,568,5.058001617
188,569,13.30482557
188,570,5.565879248
188,571,16.93885194
189,572,2.001988778
190,573,1.688079407
190,574,71.64879555
190,575,23.56175352
191,576,16.8622627
191,577,1.728896455
192,578,0.677401855
192,579,14.30647321
192,580,7.174573387
193,581,16.92403721
193,582,14.99837707
194,583,9.104994535
194,584,0.901308297
194,585,101.9380336
194,586,1.143627407
195,587,2.613374252
195,588,2.110615097
195,589,184.5136956
195,590,1.244336395
195,591,11.76031897
196,592,7.890955325
196,593,5.926874436
196,594,31.36895392
197,595,203.5241157
197,596,2.213307821
197,597,86.37300701
198,598,11.63511899
198,599,3.316060478
198,600,0.647543802
198,601,17.20187163
199,602,1.417409735
200,603,2.542256476
201,604,2.90743878
202,605,21.15887834
202,606,20.95750573
202,607,136.9771682
202,608,4.99907131
202,609,98.51913205
203,610,1.671901192
204,611,18.99394753
204,612,2.451512267
205,613,47.1880066
205,614,8.244078079
205,615,23.81027641
205,616,8.27120852
206,617,46.55223847
206,618,9.02782394
207,619,5.878462484
207,620,1.483061441
208,621,1.945231216
209,622,13.23504065
209,623,310.9086926
209,624,7.322074084
209,625,25.9906319
210,626,3.827145368
210,627,42.49787696
210,628,17.33385472
210,629,18.16308377
211,630,1.243749723
212,631,4.3513055
212,632,298.0664517
212,633,4.710478868
212,634,2.785369245
212,635,16.35509876
213,636,2.961606024
213,637,5.581977172
215,638,8.139360565
215,639,0.381669644
215,640,1.805787725
215,641,5.952841487
216,642,2.630042137
216,643,6.726228368
216,644,3.172520743
216,645,3.989250089
217,646,11.63100726
218,647,2.880913035
219,648,0.950926936
219,649,5.274331266
219,650,1.277404725
219,651,0.495112308
219,652,16.64640192
219,653,23.07460681
220,654,3.111902884
222,655,0.15159187
222,656,0.803830098
224,657,9.728306966
224,658,0.390535263
224,659,162.5259896
224,660,1.234184055
224,661,6.957827126
225,662,1.989273367
225,663,0.24303246
225,664,11.32864913
226,665,10.08088235
226,666,6.472005383
226,667,29.43028966
226,668,61.30442385
226,669,45.68265571
227,670,1.237464825
227,671,8.117547653
227,672,8.439896505
228,673,97.82624634
229,674,0.979523124
229,675,1.720438056
230,676,43.75282718
230,677,21.72426777
230,678,32.91970875
231,679,2.374548626
231,680,11.26577472
232,681,1.843320796
232,682,65.59031416
232,683,109.8271057
233,684,1.541546617
233,685,0.386920945
233,686,161.4685997
233,687,1.412254624
234,688,10.13207174
234,689,5.77278939
235,690,5.088399346
235,691,82.35328644
235,692,15.43229555
235,693,22.24943642
235,694,19.97181247
235,695,42.95747987
236,696,6.413738787
236,697,6.495828005
236,698,25.00395815
236,699,17.58182628
237,700,10.60292355
237,701,365.9602318
237,702,17.25780437
237,703,0.526689473
238,704,5.074854941
238,705,7.174727424
238,706,25.60228931
238,707,1.84030321
239,708,3.093226823
239,709,17.86543082
240,710,44.47588935
240,711,2.960403698
240,712,6.04344522
241,713,7.55366059
242,714,3.738616647
242,715,2.15865267
242,716,2.16890363
242,717,0.319441557
243,718,42.51355161
243,719,3.12834244
243,720,9.695625121
243,721,2.109301389
243,722,204.6655708
244,723,4.7397015
245,724,7.311407514
245,725,52.91108867
245,726,39.40343834
245,727,2.790167508
245,728,30.62261243
246,729,20.55391996
246,730,2.521279521
247,731,0.449416625
248,732,41.31038806
248,733,4.681713513
248,734,44.61017883
248,735,0.404119976
248,736,1.12747172
248,737,12.46552104
248,738,0.890264431
248,739,1.269082514
251,740,34.79403349
251,741,5.515609632
251,742,4.249301666
252,743,13.49955773
252,744,10.05962173
252,745,4.188400514
253,746,1.652719051
253,747,11.61953635
253,748,23.31554761
253,749,46.54408071
254,750,1.708194719
254,751,1.937340664
255,752,4.68447443
255,753,77.64577925
255,754,3.356446925
256,755,7.235291812
256,756,0.19468734
257,757,27.82870646
257,758,10.70398462
258,759,8.423257137
258,760,0.709057408
259,761,3.34150393
259,762,1.000264069
259,763,276.4932748
259,764,8.331054767
260,765,12.45172509
261,766,19.09530756
262,767,3.76457865
262,768,14.05846563
263,769,20.89810345
264,770,1.47962915
265,771,0.092363285
265,772,105.087531
265,773,1.565868713
265,774,2.544310894
266,775,8.253646988
266,776,2.878509727
266,777,18.24180274
267,778,42.22028194
268,779,2.333694371
268,780,11.89606772
268,781,7.043620109
268,782,6.742527548
268,783,2.450304558
269,784,35.07831501
269,785,15.77042168
269,786,52.67860229
270,787,3.151209997
270,788,12.728661
270,789,57.54877975
271,790,32.2610363
271,791,19.77742834
271,792,25.80868359
271,793,3.889833946
271,794,4.961359237
272,795,15.258523
272,796,1.763527617
273,797,13.94887135
273,798,9.848128585
274,799,10.61063931
274,800,5.580529155
274,801,32.41414798
274,802,43.86334815
274,803,359.3674717
274,804,17.62731627
275,805,12.0455401
275,806,11.09463667
276,807,11.6614599
276,808,0.30642497
276,809,2.969124177
276,810,51.70175981
277,811,7.13989383
277,812,3.164746113
278,813,3.990581706
278,814,33.0316551
278,815,3.86735005
278,816,13.53928061
279,817,7.125690191
279,818,3.680593639
279,819,9.991547482
280,820,3.442531629
280,821,23.71948498
281,822,15.97239268
281,823,9.673330568
281,824,12.5027066
281,825,15.39096571
282,826,6.055999178
282,827,1.712931179
282,828,38.88548341
282,829,6.168330724
282,830,0.283936596
283,831,26.34115423
283,832,5.297360323
284,833,13.90886911
284,834,28.0221181
284,835,3.353038169
284,836,19.86721487
284,837,4.138299374
285,838,5.284621645
285,839,4.375517532
287,840,35.70054284
287,841,2.021971788
287,842,14.04785119
288,843,28.4658058
288,844,22.23031757
288,845,2.789892409
290,846,12.44470914
290,847,42.32014238
290,848,10.99821834
290,849,19.35393586
291,850,67.4295992
291,851,4.357856847
291,852,27.90217678
291,853,10.43342177
291,854,173.7823409
292,855,1.391550175
292,856,5.108502292
292,857,2.085753346
292,858,191.7925034
293,859,5.675571603
293,860,2.426122057
293,861,1.020166892
293,862,2.951596952
293,863,6.989750099
294,864,0.8963035
295,865,6.52304728
295,866,5.433575797
297,867,7.465574464
298,868,11.92648748
299,869,55.18414419
299,870,1.95554609
299,871,11.05620866
299,872,8.630618818
300,873,0.288422508
300,874,2.553308195
300,875,0.76294328
300,876,0.494252127
301,877,0.686462339
301,878,3.580163331
301,879,9.209075986
301,880,82.95770855
301,881,28.36792126
301,882,4.939203227
301,883,1.941016222
302,884,72.39214122
302,885,3.53811403
303,886,15.92493527
304,887,5.740450256
304,888,21.37712948
304,889,10.48372649
304,890,30.86753397
305,891,11.36667976
305,892,1.328978616
305,893,8.695794854
307,894,0.390985291
307,895,22.17518877
307,896,26.66068512
308,897,50.95722652
308,898,33.14439018
308,899,2.702209269
308,900,59.662158
309,901,5.078064719
309,902,79.71595383
309,903,23.79201668
309,904,1.681726478
309,905,68.24019361
309,906,5.053684772
310,907,1.195197064
310,908,52.74469081
311,909,59.95088935
312,910,126.1008236
312,911,3.694539697
312,912,6.896713461
312,913,1.323133687
314,914,6.471808311
314,915,4.241781963
314,916,5.011853997
315,917,81.28575255
315,918,6.422766177
316,919,10.41735992
316,920,0.700252547
316,921,1.363218975
316,922,1.232583645
316,923,9.156047978
316,924,99.36227349
317,925,209.9669672
317,926,1.113844728
317,927,2.018674606
317,928,8.098455901
318,929,15.50136071
318,930,165.8566738
319,931,1.860644834
319,932,3.773972954
319,933,1.090080853
319,934,7.062390527
319,935,3.153274144
319,936,0.750675411
320,937,10.60565655
320,938,4.294587018
320,939,11.24790719
320,940,2.723102562
320,941,27.37839356
321,942,10.8363918
321,943,35.47559777
321,944,0.84190798
321,945,2.087330788
321,946,19.29181664
322,947,2.489536461
322,948,6.805009275
322,949,11.33994119
322,950,16.14618248
323,951,19.44953921
323,952,5.515915162
323,953,40.4738119
324,954,6.032240568
324,955,33.29308908
325,956,139.1559798
325,957,5.144243818
325,958,30.81311914
326,959,38.54142525
327,960,3.308781492
327,961,26.70699876
327,962,15.99960461
328,963,21.61715834
328,964,12.51805887
328,965,36.78997382
328,966,7.100875676
329,967,1.96833503
330,968,2.250989998
331,969,4.655539056
331,970,3.688045218
331,971,5.316601495
331,972,65.53155839
332,973,7.423318469
333,974,1.653600851
334,975,2.35102873
334,976,0.732574993
334,977,6.057062707
334,978,8.317353746
334,979,7.650018642
335,980,7.477858274
335,981,33.3002294
335,982,196.6121967
336,983,1.066575739
337,984,1.305468235
337,985,8.149057635
337,986,2.439506334
337,987,28.07485958
337,988,0.472361004
338,989,7.084251357
338,990,2.151940733
340,991,39.70773484
341,992,25.47372164
341,993,2.012352984
342,994,0.981369351
343,995,2.162171867
343,996,6.697126741
343,997,144.3928499
343,998,77.72429661
343,999,1.007886543
343,1000,16.17336126
344,1001,2.171447554
344,1002,18.60921196
344,1003,44.96240318
344,1004,5.994429291
344,1005,3.761117432
344,1006,7.394910093
345,1007,18.20707261
345,1008,0.89866371
346,1009,0.882720686
347,1010,35.11637975
347,1011,6.595275571
347,1012,20.20077411
347,1013,1.480254675
348,1014,49.99324083
348,1015,24.90561938
349,1016,4.513497204
349,1017,18.26124668
349,1018,3.266859078
349,1019,5.788137942
350,1020,0.749777611
350,1021,1.348882683
352,1022,23.77107649
352,1023,0.198924037
353,1024,16.56169635
354,1025,6.941228641
354,1026,5.173023392
354,1027,9.858678628
354,1028,32.1779094
354,1029,2.426999498
355,1030,32.55736968
355,1031,0.973197101
355,1032,20.19287554
356,1033,20.39825955
356,1034,2.42370801
356,1035,2.235569029
357,1036,16.5375946
357,1037,7.984000208
357,1038,5.427120039
358,1039,2.787025776
359,1040,12.04393287
359,1041,4.24449015
359,1042,1.054228977
360,1043,78.81948295
360,1044,32.4922557
360,1045,6.593428456
360,1046,4.573271052
361,1047,9.277916332
362,1048,7.820847092
362,1049,17.7584053
363,1050,26.10932455
363,1051,2.925733112
363,1052,196.6596976
364,1053,0.4309731
365,1054,3.88115725
365,1055,17.86475727
366,1056,153.9248406
366,1057,0.956225986
366,1058,9.821356521
366,1059,2.737449735
366,1060,13.99682907
366,1061,7.604359233
366,1062,2.822913864
367,1063,15.36064052
367,1064,10.46706776
367,1065,1.215676968
367,1066,7.318992375
370,1067,76.96745714
370,1068,2.602553122
370,1069,1.453119919
371,1070,7.17337575
371,1071,3.561316087
371,1072,2.238361093
372,1073,12.28637012
372,1074,2.789717797
372,1075,53.62181859
372,1076,62.14090742
373,1077,3.002257937
373,1078,0.384752224
373,1079,28.18799019
373,1080,1.201105168
373,1081,22.11256897
374,1082,0.748707797
374,1083,7.759076863
377,1084,8.661099518
377,1085,17.75415318
378,1086,23.7815681
378,1087,4.778550918
378,1088,61.34884543
378,1089,4.022425137
379,1090,1.129087555
379,1091,12.74893609
380,1092,0.14862621
380,1093,9.958457799
380,1094,14.22651999
381,1095,13.5507532
381,1096,8.707684451
381,1097,35.83028237
381,1098,3.128932417
383,1099,0.606581952
383,1100,20.80836773
384,1101,0.159206596
384,1102,1.446477212
385,1103,1.449563254
386,1104,1.501634629
386,1105,1.224551827
386,1106,26.98807195
386,1107,17.62758217
386,1108,3.704709683
386,1109,1.345557815
387,1110,110.3047746
387,1111,13.12672618
387,1112,15.18726093
387,1113,3.145347729
387,1114,17.33487447
387,1115,8.653501021
387,1116,0.682019649
388,1117,24.27391411
388,1118,0.231361097
388,1119,9.351908201
389,1120,3.307065638
389,1121,16.61052196
389,1122,1.052664989
389,1123,1.181378866
389,1124,36.13675785
389,1125,30.15468146
389,1126,19.11392851
389,1127,8.431319057
389,1128,0.20455638
390,1129,6.604069782
390,1130,6.750162056
390,1131,14.61710991
391,1132,113.1636244
391,1133,7.845221308
391,1134,5.171096107
391,1135,11.06222446
391,1136,10.64888903
392,1137,59.1535792
392,1138,3.602917075
393,1139,2.025540045
393,1140,39.14873012
393,1141,134.5665669
393,1142,8.203987145
394,1143,2.830216495
394,1144,0.753113916
395,1145,39.21395046
395,1146,2.571574033
396,1147,29.90332363
396,1148,16.63626823
396,1149,5.869524242
397,1150,3.974115701
397,1151,10.91808687
397,1152,1.740829303
397,1153,1.758170233
398,1154,1.007555976
398,1155,8.299627034
399,1156,28.08674106
399,1157,34.91351495
400,1158,6.519795728
400,1159,0.839903874
400,1160,1.853749381
401,1161,1.638963356
401,1162,3.254308703
401,1163,4.916108855
402,1164,44.02981842
402,1165,33.80178497
402,1166,0.695955746
402,1167,29.63907425
403,1168,16.89832345
403,1169,12.31581027
403,1170,13.27714162
403,1171,1.01034495
404,1172,0.743295758
404,1173,15.98070623
404,1174,17.42814037
405,1175,6.730931031
405,1176,7.132571108
405,1177,5.688625263
406,1178,3.837624841
406,1179,0.663739417
406,1180,101.9391286
407,1181,58.68482163
407,1182,11.48838119
407,1183,5.198594494
408,1184,2.280401449
409,1185,2.622658299
409,1186,95.3468429
410,1187,4.705796429
410,1188,15.63524507
411,1189,14.9992981
411,1190,9.3138732
411,1191,96.34213805
411,1192,5.598165283
412,1193,2.917323212
412,1194,11.654914
412,1195,21.80945863
412,1196,5.226283634
413,1197,65.3587284
413,1198,146.7562474
413,1199,2.339682224
414,1200,3.601762878
414,1201,0.516718779
416,1202,24.28245444
416,1203,7.20803499
417,1204,1.122142336
417,1205,25.02330974
418,1206,24.18077375
419,1207,12.30587686
419,1208,1.451030814
419,1209,2.142308969
420,1210,15.2228729
420,1211,16.79190955
420,1212,16.83273922
421,1213,5.040807612
421,1214,5.234652982
421,1215,2.060379829
421,1216,9.610124022
421,1217,650.5957645
422,1218,1.412646389
422,1219,12.66104844
422,1220,1.67914838
422,1221,16.48033445
422,1222,1.559669042
422,1223,22.54974027
423,1224,8.742161062
424,1225,101.1858333
426,1226,2.294501433
426,1227,4.797814445
427,1228,5.93501626
427,1229,3.036210526
427,1230,2.446163134
428,1231,2.591577611
428,1232,37.67098029
428,1233,35.97514477
428,1234,7.393995421
428,1235,1.05574541
429,1236,1.843863431
429,1237,10.83818594
429,1238,1.928959072
429,1239,4.006222355
430,1240,0.131706137
430,1241,10.90651527
430,1242,6.899504886
430,1243,2.345531613
431,1244,11.25659981
431,1245,103.3303075
431,1246,12.91201417
431,1247,13.24657189
432,1248,12.18970564
432,1249,4.728384292
432,1250,6.454728019
432,1251,34.2977026
433,1252,4.88635541
434,1253,30.29686421
434,1254,2.974124048
435,1255,10.14443763
435,1256,2.848966841
435,1257,1.240481997
435,1258,2.896438606
435,1259,5.602494604
436,1260,19.63439719
436,1261,1.341074951
436,1262,5.461714214
436,1263,7.317128921
436,1264,18.14130866
437,1265,20.13602971
438,1266,37.01676251
438,1267,72.91391335
438,1268,2.506883861
438,1269,16.33396942
438,1270,9.265569446
438,1271,6.191571323
439,1272,111.4927453
439,1273,5.327761437
439,1274,2.072072071
439,1275,2.77837623
439,1276,1.441307149
439,1277,2.276996245
439,1278,4.238620456
439,1279,0.897313007
440,1280,1.893384048
440,1281,72.16288716
440,1282,15.89791761
441,1283,34.66986544
441,1284,9.561637602
441,1285,16.94337378
442,1286,1.616116819
442,1287,21.1529524
443,1288,10.9207363
443,1289,3.292796539
443,1290,1.627699998
443,1291,0.389092359
443,1292,12.48434015
443,1293,0.706661044
445,1294,3.655659282
445,1295,19.43241153
445,1296,2.557575985
445,1297,8.917788356
445,1298,42.1864121
445,1299,2.188276661
445,1300,12.84431426
446,1301,11.8649408
446,1302,1.607974491
448,1303,5.12371258
448,1304,18.78586989
448,1305,54.23898766
448,1306,13.19994656
449,1307,37.9576338
449,1308,2.164862829
449,1309,73.59312323
449,1310,15.63944402
449,1311,0.905779607
449,1312,12.8259946
449,1313,0.31662418
450,1314,6.691145416
450,1315,2.774200251
450,1316,44.00364907
450,1317,42.80611416
450,1318,17.07196274
450,1319,5.809203668
451,1320,1.033008971
451,1321,27.15192988
451,1322,13.54682879
452,1323,1.595263353
452,1324,30.84262285
452,1325,15.03738908
453,1326,16.19363892
454,1327,54.39655206
454,1328,10.61197311
454,1329,1.314529589
454,1330,13.19034308
454,1331,5.437357388
454,1332,102.8440278
455,1333,78.22032997
457,1334,29.8850066
458,1335,10.93424958
458,1336,1.928352207
458,1337,32.9177817
458,1338,11.39279224
458,1339,8.266113128
459,1340,3.405376595
459,1341,5.503037018
460,1342,5.668013793
460,1343,0.724026382
460,1344,3.536966289
460,1345,4.819579868
460,1346,5.03156149
461,1347,5.143603126
461,1348,1.612196912
461,1349,2.358959006
461,1350,4.169156725
461,1351,3.094989528
461,1352,57.62071832
462,1353,1.339302479
463,1354,7.048686197
463,1355,2.069603512
464,1356,9.735234963
464,1357,419.7043337
464,1358,12.48714902
465,1359,1.638724352
465,1360,0.436638185
466,1361,4.093077767
