year,event_id,group,loss
52,160,2,21.48644599
53,161,1,1.367571942
53,162,1,5.086315903
53,163,1,31.73297707
53,164,1,19.45421827
53,165,1,57.5668762
53,166,1,1.737791074
54,167,0,20.67814179
54,168,0,3.560597101
54,169,1,54.68932097
54,170,0,32.21142055
55,171,0,12.13447816
55,172,2,39.80595512
55,173,2,0.850616719
55,174,2,6.144964956
56,175,2,6.599834136
56,176,0,32.97246545
56,177,1,5.191495921
57,178,1,5.187284216
57,179,1,6.585393803
57,180,1,92.23961449
58,181,2,263.0792169
60,182,0,6.243293986
60,183,0,5.3044474
61,184,2,5.056229482
61,185,2,8.945508923
61,186,0,27.12005782
61,187,2,14.97759244
61,188,0,4.317541743
61,189,1,28.58251467
62,190,0,0.711230385
62,191,0,10.07476915
63,192,2,260.2113291
63,193,1,33.84526267
63,194,0,3.8161542
64,195,0,79.28565956
64,196,0,0.326706984
64,197,0,7.154829308
65,198,2,2.784410403
66,199,2,3.558403269
66,200,1,24.44012641
67,201,1,9.187152957
67,202,0,1.887891456
67,203,1,19.2581717
67,204,2,10.21432322
67,205,2,95.91798417
67,206,0,32.49998112
67,207,2,23.25003371
68,208,2,18.91441068
68,209,1,1.617809209
68,210,2,266.3516447
68,211,0,2.984339003
69,212,2,20.12879602
69,213,0,5.563283607
69,214,0,17.61859988
69,215,0,15.5792152
69,216,2,23.20275302
70,217,1,19.23920354
70,218,0,5.077485194
70,219,2,52.01741934
70,220,2,2.678830903
71,221,2,0.260410809
71,222,2,28.18010492
71,223,2,8.528646459
72,224,0,7.249146764
72,225,1,35.93072661
72,226,0,15.17078269
72,227,0,79.40379721
73,228,0,6.837085354
73,229,2,116.9111921
73,230,2,4.017211101
74,231,2,10.92215703
74,232,0,3.794528307
75,233,2,13.01302449
75,234,2,1.510471563
75,235,1,3.423380241
75,236,1,9.543795957
76,237,2,25.8768332
76,238,0,27.16076734
76,239,0,1.813446129
77,240,0,80.6226752
77,241,1,3.4321143
77,242,1,1.674630878
78,243,2,6.118516223
78,244,0,16.5543505
78,245,0,0.96264818
79,246,0,1.619056281
79,247,1,0.617371081
80,248,2,5.005878756
80,249,1,0.775137823
80,250,0,5.110950547
80,251,0,4.908236171
81,252,0,1.60674717
81,253,0,16.03869056
81,254,2,2.228512102
82,255,2,5.773026769
83,256,2,37.68108672
83,257,2,4.088288908
83,258,1,0.621199136
83,259,1,21.14520979
84,260,2,3.15321147
84,261,1,5.300053183
84,262,1,2.131898603
84,263,0,29.44287889
86,264,2,2.568430071
86,265,2,2.478187076
86,266,0,8.568722598
87,267,0,6.076824547
87,268,2,0.58280696
87,269,0,1.914010296
87,270,2,10.44805602
87,271,1,2.524483001
87,272,2,20.76476107
87,273,1,14.88231842
87,274,2,57.45806527
88,275,2,31.10537828
88,276,1,0.32533687
88,277,1,94.13072922
89,278,0,0.998569002
89,279,1,6.158480289
89,280,0,225.3642748
90,281,1,0.113493882
90,282,1,38.64965699
90,283,0,41.55999566
91,284,2,6.662727995
91,285,0,0.154536781
93,286,1,1.639453841
93,287,1,15.88610113
93,288,1,5.829013441
93,289,1,24.7763575
94,290,0,0.859377103
94,291,2,17.66407675
95,292,0,1.778733629
95,293,0,383.2061509
95,294,1,15.4866266
97,295,1,9.749872281
97,296,0,343.8229372
98,297,2,6.397518306
98,298,1,7.011258851
99,299,1,105.2355271
100,300,2,1.021199755
100,301,0,5.262636682
100,302,0,36.48324146
100,303,2,8.841075245
101,304,2,4.638919979
101,305,0,8.789231096
101,306,2,1.131456232
101,307,1,368.3251841
101,308,2,2.461054267
101,309,2,4.296535124
102,310,2,56.54009731
102,311,0,0.126345415
103,312,0,0.3262712
103,313,1,1.076579272
103,314,0,54.64126845
103,315,0,11.90219216
103,316,1,158.1580159
104,317,2,15.29862045
104,318,0,3.832439307
104,319,1,1.24669663
104,320,1,363.7827922
105,321,1,2.785545107
105,322,1,4.708923228
105,323,1,2.209617945
106,324,2,0.406359334
107,325,0,1.207927707
107,326,2,236.1776162
107,327,2,2.729598775
108,328,1,6.096304152
108,329,2,3.484379742
108,330,2,14.92212842
108,331,0,15.83598158
109,332,0,0.474154026
109,333,2,854.9624143
109,334,0,211.349261
110,335,0,2.721252564
110,336,0,4.289617046
112,337,2,17.73784627
113,338,2,0.536429315
113,339,0,1.120740412
115,340,2,28.82497367
115,341,0,7.797801419
115,342,0,121.2076089
115,343,0,25.2979574
116,344,0,5.750707436
116,345,2,9.207980279
116,346,1,45.13975978
116,347,0,2.169716456
116,348,2,12.84571077
116,349,1,4.095921742
116,350,2,7.714620035
116,351,1,50.28354035
116,352,2,9.84189823
116,353,1,7.922088117
117,354,2,23.46800081
117,355,0,20.39225978
117,356,1,16.08616316
118,357,0,2.894869161
118,358,2,153.0252508
119,359,2,2.435588924
119,360,1,3.153378258
120,361,0,22.12754561
120,362,0,8.443765927
120,363,2,42.47308465
121,364,2,39.75675581
122,365,0,52.76329281
122,366,2,14.10120658
123,367,1,10.64362899
123,368,2,30.36375896
123,369,2,26.84674478
123,370,1,12.56159531
124,371,2,4.797388307
125,372,1,2.787207454
125,373,2,30.13946469
126,374,0,86.24301993
126,375,1,70.21473997
127,376,1,1.01037122
128,377,1,41.75738921
128,378,2,5.699894592
128,379,2,2.6320433
129,380,0,9.432329703
129,381,0,1.881949611
129,382,1,7.235101116
129,383,0,4.158798552
129,384,0,2.961679859
129,385,1,1.323478091
129,386,1,8.115323786
130,387,0,2.291688748
130,388,2,12.52637726
130,389,2,9.017535291
132,390,1,111.9408029
133,391,0,12.64028067
133,392,0,6.351973263
133,393,2,69.95465583
133,394,1,92.61697611
133,395,2,3.704531625
133,396,2,99.31760821
134,397,1,37.06318769
134,398,2,1.033724691
134,399,2,44.59703733
134,400,0,3.544690281
135,401,0,765.9167814
136,402,1,58.94844024
136,403,0,23.01586185
136,404,2,7.712907044
136,405,0,79.07121333
137,406,2,24.55087175
137,407,1,9.66887445
137,408,1,16.43297257
137,409,2,1.126693964
137,410,1,58.276868
137,411,1,23.70116359
138,412,1,5.841013946
138,413,2,36.36483604
138,414,1,0.258815542
138,415,0,10.51496776
139,416,2,3.663607062
139,417,1,12.42556225
139,418,2,6.886886745
139,419,1,15.11308978
140,420,2,5.008439233
140,421,0,47.01799412
141,422,0,0.634392464
141,423,0,45.08444064
142,424,0,6.636588895
142,425,0,6.987806106
142,426,0,22.00884274
142,427,2,7.987827566
142,428,1,22.17487998
143,429,1,6.54646448
143,430,2,0.728551662
143,431,1,15.72329898
143,432,0,0.306562413
144,433,0,11.46719432
144,434,1,18.17398747
144,435,0,2.192166608
145,436,0,20.13988534
145,437,0,3.402990846
145,438,2,12.93703706
145,439,2,15.80811865
145,440,1,9.948622169
146,441,0,5.005770096
146,442,0,33.3718877
147,443,2,5.060321075
147,444,0,35.53009882
147,445,2,17.37314213
147,446,0,21.80631072
148,447,2,19.16518589
148,448,2,1.427018596
149,449,1,0.852078753
149,450,2,1.062136042
149,451,2,2.999780309
150,452,2,18.79508324
150,453,2,8.065552444
150,454,2,8.452077253
151,455,2,1.255971058
151,456,0,23.0667661
151,457,0,11.26597516
151,458,1,8.639128036
152,459,0,6.726872384
153,460,1,29.2967008
153,461,0,0.700647126
153,462,1,1.67457231
154,463,0,30.30027481
154,464,1,117.9121377
155,465,0,10.31319431
155,466,1,3.697125459
155,467,2,41.61659113
156,468,2,0.901308297
156,469,2,101.9380336
156,470,1,1.143627407
156,471,0,2.613374252
156,472,1,2.515292507
157,473,1,28.28655393
157,474,0,3.778323174
158,475,0,3.067657826
159,476,2,65.97265943
159,477,2,0.58980317
159,478,0,11.84108473
160,479,2,7.365996213
160,480,0,35.30106924
160,481,1,3.387932701
160,482,0,0.62274167
161,483,0,35.46700043
161,484,1,3.065325861
161,485,0,5.494222917
162,486,2,19.0475203
163,487,1,0.715392485
163,488,1,90.81809776
163,489,1,13.85336986
164,490,0,1.873037413
164,491,2,8.347109107
164,492,1,79.4555335
165,493,0,4.66379461
165,494,1,45.58809236
166,495,0,9.139222996
166,496,0,2.656337848
166,497,0,1.269045669
166,498,2,0.737361053
166,499,2,1.238656274
167,500,2,8.354029838
167,501,1,6.370420756
167,502,0,29.33011267
167,503,2,4.780705758
167,504,0,11.03518132
169,505,1,11.9717141
170,506,0,59.46044631
170,507,1,17.05964034
170,508,0,7.504695789
170,509,1,1.032771176
170,510,0,1.495303962
170,511,2,4.674690435
171,512,2,1.805787725
171,513,2,5.952841487
171,514,2,1.203769503
171,515,0,18.17220257
171,516,2,73.41485127
172,517,1,45.97706925
173,518,0,2.944373334
173,519,2,4.69404869
174,520,1,15.42445647
174,521,2,1.581139598
175,522,0,1.024870885
175,523,1,6.604293191
175,524,1,13.83649849
175,525,2,6.342521403
175,526,0,3.155703251
176,527,2,4.120082485
176,528,0,7.221301691
176,529,2,17.6182844
177,530,1,1.234184055
177,531,2,6.957827126
178,532,1,40.99662236
178,533,1,1.375430058
178,534,1,0.671188854
178,535,0,4.014510312
179,536,0,6.136874775
179,537,0,31.95160892
179,538,2,7.062695654
179,539,2,10.90070022
180,540,2,0.191886086
180,541,2,9.763502884
180,542,2,10.52384041
181,543,0,7.189524616
181,544,0,2.232363263
181,545,1,5.947101887
181,546,2,30.65397382
181,547,1,7.78562679
183,548,2,7.094092177
183,549,1,17.48708592
184,550,0,1.622728302
185,551,2,6.680712403
185,552,1,17.03433923
185,553,1,5.389457671
185,554,0,3.027797986
186,555,0,1.081180489
187,556,0,22.63010526
187,557,2,4.304709294
188,558,2,1.555500343
188,559,2,15.71083509
188,560,1,12.05418625
188,561,2,7.732772658
188,562,2,6.413738787
189,563,1,6.495828005
189,564,1,111.8392467
189,565,0,18.82758884
189,566,0,12.09725105
189,567,2,28.51251143
189,568,0,2.904998016
190,569,0,15.13689279
190,570,1,1.061514206
191,571,1,37.22314863
191,572,1,11.21188747
192,573,0,65.51086243
194,574,0,77.13857071
194,575,2,1.132729552
194,576,2,2.674564369
194,577,0,20.23919228
194,578,1,13.34134633
194,579,2,1.988661677
194,580,0,3.95788185
195,581,2,1.25712442
195,582,0,7.311407514
195,583,1,52.91108867
195,584,2,39.40343834
195,585,0,2.790167508
195,586,2,30.62261243
196,587,0,20.55391996
196,588,1,18.66230198
197,589,0,21.05998661
197,590,0,41.31038806
197,591,0,4.681713513
197,592,1,44.61017883
198,593,0,0.404119976
199,594,0,3.986320165
199,595,1,16.33194929
199,596,1,2.619606049
199,597,1,0.263048186
199,598,2,0.126039371
200,599,0,2.227216279
200,600,0,4.897169888
200,601,1,1.650421754
201,602,1,27.92424461
202,603,0,2.61432951
202,604,2,3.356446925
202,605,2,7.235291812
202,606,1,8.606058496
203,607,2,1.354537967
204,608,1,0.709057408
204,609,0,3.34150393
204,610,0,24.32238256
205,611,2,1.125881028
205,612,0,3.89566472
205,613,0,3.278046017
205,614,0,19.09530756
206,615,1,3.76457865
206,616,1,192.5984709
206,617,1,30.27984867
207,618,2,0.213440184
207,619,1,1.624831215
207,620,2,18.70388753
207,621,1,161.7809411
208,622,1,12.63456597
208,623,0,2.10438104
208,624,2,3.503463366
208,625,1,2.630686235
208,626,0,8.407375005
208,627,1,19.26277774
209,628,2,3.39531198
209,629,0,45.2181328
210,630,1,0.964539552
211,631,0,4.981967616
212,632,1,32.2610363
212,633,0,19.77742834
212,634,0,25.80868359
212,635,2,3.889833946
212,636,0,4.961359237
212,637,2,15.258523
213,638,0,2.036005041
213,639,0,41.00023162
213,640,1,7.28902752
213,641,0,11.64275901
214,642,2,2.988783809
214,643,0,11.19642046
214,644,0,3.36694276
214,645,0,1.12095734
215,646,2,5.765555306
215,647,1,52.40253018
215,648,1,6.444624166
215,649,0,0.256641567
216,650,1,3.011530089
217,651,2,86.62339633
217,652,0,33.0316551
217,653,0,3.86735005
217,654,1,13.53928061
218,655,0,7.125690191
218,656,2,11.30145872
219,657,0,5.011035295
219,658,2,34.571302
219,659,1,1.025188737
219,660,2,21.87656299
220,661,0,20.10947652
220,662,1,0.572743199
220,663,2,0.242807383
221,664,0,4.021128213
221,665,2,6.678631801
221,666,1,16.63158891
222,667,1,27.8581784
222,668,0,12.29597196
222,669,0,2.804830121
222,670,0,1.885030998
223,671,2,8.480734982
223,672,1,19.75517727
224,673,1,73.08224343
224,674,1,22.23031757
224,675,0,2.789892409
224,676,2,8.370249547
225,677,0,3.666893661
225,678,0,97.78554304
227,679,1,6.511766881
227,680,1,3.397809723
227,681,2,10.60762111
228,682,0,4.377697736
229,683,1,4.337829695
229,684,1,5.108502292
229,685,2,2.085753346
229,686,2,191.7925034
230,687,1,5.675571603
230,688,0,8.664794023
230,689,0,3.653449287
230,690,0,5.512694131
231,691,0,11.66966504
231,692,1,31.31206164
231,693,2,256.1022564
231,694,0,11.55226588
232,695,0,11.39413321
232,696,0,3.092046957
233,697,0,26.59091374
233,698,0,2.553308195
233,699,0,0.76294328
233,700,1,0.494252127
233,701,2,0.686462339
233,702,1,11.03078474
234,703,0,15.8487009
234,704,2,24.92959079
235,705,2,16.49010009
235,706,2,40.36860906
235,707,0,200.0659917
235,708,2,5.431310984
235,709,1,26.7577636
236,710,1,21.37712948
236,711,2,10.48372649
236,712,0,30.86753397
236,713,1,11.36667976
237,714,2,24.46836618
237,715,1,5.508039597
237,716,2,3.141753806
237,717,0,18.68510662
237,718,2,54.80100317
237,719,0,5.981961091
237,720,0,5.738027836
238,721,0,2.79677778
238,722,2,197.5986078
238,723,2,0.934452928
239,724,0,34.77223789
239,725,2,40.04715782
239,726,0,1.438427287
240,727,2,3.989949476
240,728,2,7.959512711
241,729,1,5.800729483
241,730,0,8.67755964
241,731,2,44.47984772
242,732,2,7.45018471
242,733,0,3.619884446
243,734,1,6.471808311
244,735,1,4.241781963
244,736,0,1.427344126
245,737,0,7.000677164
245,738,0,7.549526811
245,739,2,9.339771006
246,740,1,1.232583645
246,741,0,9.156047978
246,742,2,99.36227349
247,743,2,209.9669672
247,744,0,156.0132055
247,745,2,8.398309439
247,746,0,19.1511297
248,747,0,3.445000909
248,748,0,38.53008838
248,749,0,139.4242135
248,750,0,1.168447107
248,751,1,15.56537405
249,752,1,4.294587018
249,753,2,11.24790719
249,754,2,2.723102562
249,755,1,27.37839356
249,756,1,6.129255592
249,757,2,1.272664312
250,758,2,434.3800571
250,759,2,4.930410265
250,760,2,44.29777234
251,761,0,4.457790598
251,762,0,5.515915162
252,763,1,40.4738119
252,764,0,17.99933987
253,765,1,0.089762952
254,766,1,1.720327876
254,767,0,0.932928004
254,768,1,2.886152104
256,769,0,26.93940834
256,770,0,21.92535392
256,771,2,16.02688189
256,772,0,2.822936364
257,773,1,14.12411778
257,774,2,2.158984572
258,775,2,7.127483401
259,776,1,2.524706261
259,777,1,12.23425825
259,778,1,3.632106778
260,779,0,18.96244394
260,780,0,2.26276801
260,781,1,3.646458911
260,782,0,41.4896517
262,783,1,11.24320551
262,784,1,20.4281873
262,785,1,13.58719487
263,786,0,24.79603831
264,787,2,1.715459029
264,788,2,2.439506334
264,789,1,28.07485958
265,790,0,17.12363481
265,791,1,2.934558418
265,792,0,20.92234376
265,793,0,80.97331074
265,794,0,9.821438448
266,795,1,28.57169013
266,796,2,26.78306354
266,797,0,9.272903376
266,798,0,6.243051984
267,799,2,19.3342008
267,800,0,16.17336126
267,801,2,2.171447554
267,802,0,9.847921406
267,803,1,8.187068882
268,804,1,0.194403105
268,805,1,7.062100299
268,806,2,6.622346612
268,807,0,39.15694696
269,808,2,47.11930233
270,809,0,4.571594402
270,810,0,20.27379822
270,811,2,5.77405923
270,812,2,12.91323846
270,813,0,3.061035562
270,814,0,4.41445044
270,815,0,140.7580659
271,816,1,0.749777611
271,817,0,1.348882683
272,818,1,23.77107649
272,819,0,0.198924037
273,820,2,21.60818057
273,821,1,21.69926933
273,822,0,14.26363952
273,823,1,7.609709415
274,824,2,8.608795756
274,825,0,75.45453031
274,826,0,1.151815492
275,827,0,0.81767699
275,828,0,9.583208923
276,829,0,10.65394021
276,830,2,2.42370801
277,831,1,2.235569029
278,832,0,2.701334594
278,833,0,19.00210531
278,834,2,23.39481518
278,835,2,64.83153616
278,836,2,1.342170298
279,837,0,1.805597071
279,838,1,32.4922557
279,839,1,6.593428456
280,840,1,0.58649703
280,841,0,2.511851209
280,842,1,2.589783654
280,843,0,48.34289997
281,844,0,228.9311343
281,845,2,0.715234356
281,846,0,6.777362771
281,847,0,39.83950418
282,848,1,0.672208628
282,849,1,14.77976476
282,850,2,153.9248406
282,851,0,0.956225986
282,852,2,9.821356521
283,853,2,2.737449735
283,854,2,13.61925201
283,855,0,16.33242113
283,856,2,1.512544318
283,857,1,2.399554006
284,858,1,1.13245563
284,859,2,18.29765646
285,860,0,7.17337575
285,861,0,3.561316087
286,862,2,22.56247115
287,863,1,5.630305706
287,864,0,0.572899185
287,865,1,3.920379006
287,866,0,47.80030736
288,867,0,0.417174462
288,868,0,0.748707797
290,869,2,7.759076863
290,870,2,8.661099518
291,871,1,17.75415318
291,872,0,27.62619598
291,873,0,5.880842474
292,874,2,22.62717189
292,875,0,0.645613692
292,876,0,8.484740073
292,877,2,4.59589021
292,878,2,0.897060389
293,879,0,1.82777363
293,880,0,8.707684451
293,881,1,35.83028237
293,882,2,3.128932417
293,883,2,0.606581952
293,884,1,20.80836773
295,885,2,0.159206596
295,886,2,3.032256363
296,887,0,1.735618574
296,888,2,2.9302637
296,889,2,4.202733285
296,890,2,0.936978864
296,891,1,3.682781665
296,892,1,10.81346172
298,893,0,77.74247358
298,894,2,4.53960403
299,895,0,232.8963405
299,896,2,0.231361097
299,897,1,9.351908201
300,898,0,3.307065638
300,899,0,16.61052196
300,900,2,1.052664989
300,901,1,1.181378866
300,902,2,36.13675785
300,903,1,30.15468146
300,904,0,19.11392851
302,905,1,8.431319057
303,906,0,124.3920599
303,907,0,7.499951318
303,908,0,229.2260641
304,909,1,133.1337255
304,910,2,1.657669112
304,911,0,4.855880141
304,912,0,1.38304558
305,913,2,1.619079327
306,914,2,4.24645404
306,915,0,9.162166801
306,916,2,0.514606448
307,917,2,13.63962579
307,918,1,2.690064816
307,919,1,5.206714626
307,920,2,47.29280034
307,921,2,1.295237804
308,922,1,3.974115701
308,923,1,10.91808687
308,924,0,1.740829303
308,925,1,1.758170233
308,926,0,12.37504348
309,927,0,6.869020177
309,928,2,12.32575493
309,929,0,1.071137814
310,930,1,0.537310238
310,931,1,6.09785726
311,932,2,3.254308703
311,933,2,4.916108855
312,934,1,44.02981842
312,935,0,33.80178497
313,936,2,187.3538589
313,937,1,1.705156357
314,938,1,18.11241405
315,939,2,51.93334503
315,940,0,0.743295758
316,941,2,15.98070623
316,942,0,7.117004642
316,943,2,173.9061176
316,944,0,2.113729096
317,945,0,42.82574848
317,946,0,101.9391286
318,947,2,58.68482163
318,948,2,11.48838119
319,949,2,5.198594494
320,950,1,95.3468429
321,951,2,4.705796429
321,952,2,4.923743577
321,953,0,28.1876595
322,954,2,4.094259391
322,955,0,67.00038659
322,956,0,18.11026618
323,957,0,3.068769022
323,958,2,2.977871456
323,959,1,97.423442
323,960,1,146.7562474
323,961,2,2.339682224
324,962,0,7.675877589
324,963,2,0.414986315
325,964,1,3.526534873
325,965,0,64.42153716
326,966,2,16.67743481
327,967,0,1.55536511
327,968,2,6.320597651
327,969,1,23.79875443
327,970,0,0.647658731
328,971,1,12.55534285
328,972,2,1.913682359
328,973,0,2.337470507
328,974,2,19.23718466
328,975,2,4.806255208
329,976,2,1.412646389
329,977,0,12.66104844
329,978,0,1.67914838
329,979,2,16.48033445
329,980,0,1.559669042
329,981,1,22.54974027
330,982,1,78.12915181
330,983,0,3.093721481
330,984,1,39.57994025
330,985,2,115.6865037
331,986,2,0.935731922
332,987,2,3.167171739
332,988,0,2.372713482
332,989,0,19.53353138
332,990,0,16.36732486
332,991,0,0.391542069
332,992,0,4.313416902
332,993,2,8.044130361
333,994,2,26.78057135
333,995,1,5.196935605
334,996,0,376.6022673
334,997,2,1.393821787
335,998,0,11.25659981
335,999,0,103.3303075
336,1000,1,12.18970564
336,1001,2,4.728384292
336,1002,1,6.454728019
336,1003,1,34.2977026
336,1004,1,5.601996237
337,1005,1,2.592717881
337,1006,0,2.974124048
337,1007,0,10.14443763
338,1008,2,2.395979304
338,1009,1,6.421048269
338,1010,2,21.2594648
339,1011,2,69.03735329
340,1012,0,19.63439719
341,1013,1,1.341074951
341,1014,0,0.612183012
342,1015,2,113.2342892
342,1016,1,20.14537614
342,1017,0,1.864488694
342,1018,1,78.81128999
343,1019,2,1.416642405
343,1020,1,111.4927453
343,1021,1,5.327761437
343,1022,1,2.072072071
343,1023,1,2.77837623
343,1024,2,1.441307149
343,1025,2,2.276996245
344,1026,1,0.483182596
344,1027,0,0.329354935
345,1028,0,9.561637602
345,1029,1,16.94337378
346,1030,1,14.80269766
346,1031,1,0.950557419
347,1032,0,1.778665759
347,1033,1,63.56750865
347,1034,1,3.70574982
347,1035,1,6.688693567
347,1036,0,4.486370498
348,1037,0,15.44543023
348,1038,2,2.557575985
348,1039,2,8.917788356
348,1040,2,42.1864121
348,1041,2,2.188276661
348,1042,0,12.84431426
348,1043,0,11.8649408
349,1044,2,45.70444625
351,1045,1,3.01514236
353,1046,0,13.19994656
353,1047,0,37.9576338
353,1048,1,151.1700963
354,1049,0,34.31437351
355,1050,0,21.23100098
355,1051,2,9.381488302
355,1052,2,5.420990361
355,1053,0,17.12812926
356,1054,2,138.550676
356,1055,0,3.460385308
356,1056,0,1.50928891
356,1057,1,68.20344684
356,1058,1,140.3137218
356,1059,1,7.430131134
357,1060,1,4.069189458
357,1061,1,113.2868702
357,1062,1,30.84262285
358,1063,0,15.03738908
358,1064,1,10.61197311
358,1065,1,1.314529589
358,1066,0,13.19034308
358,1067,2,5.437357388
358,1068,1,102.8440278
358,1069,1,78.22032997
358,1070,2,3.674039163
359,1071,2,5.892871692
359,1072,0,1.928352207
359,1073,2,32.9177817
360,1074,0,27.09854199
361,1075,2,82.38977848
361,1076,0,3.405376595
362,1077,2,5.503037018
362,1078,0,6.397830139
362,1079,1,1.095880224
362,1080,0,6.250094001
362,1081,2,2.324427733
363,1082,0,4.169156725
363,1083,1,3.094989528
363,1084,1,57.62071832
364,1085,1,1.339302479
364,1086,1,26.48566971
364,1087,2,70.16552219
364,1088,1,6.591987175
365,1089,0,1.189943493
365,1090,2,1.325132088
365,1091,1,3.466880761
365,1092,2,19.00823475
365,1093,2,0.346751377
366,1094,2,95.01594623
366,1095,1,6.605375239
366,1096,2,0.050431788
366,1097,2,0.815963875
366,1098,2,3.90917731
367,1099,1,34.94368821
367,1100,1,128.5354683
368,1101,1,84.68499007
368,1102,0,1.937719788
368,1103,1,13.5059778
369,1104,0,47.91367789
369,1105,1,3.179946943
369,1106,0,4.677640732
369,1107,2,22.38459965
369,1108,0,16.10970185
369,1109,2,84.98875376
370,1110,0,11.52221841
370,1111,0,12.97241832
371,1112,1,7.052707606
371,1113,2,1.887918453
373,1114,0,6.656758715
373,1115,0,28.07785938
374,1116,2,5.340841568
374,1117,2,118.967113
374,1118,0,40.30498706
374,1119,1,22.76939287
374,1120,2,8.99913999
374,1121,0,4.009971936
375,1122,1,0.324273038
376,1123,2,98.20380624
376,1124,1,73.54150015
376,1125,1,5.537546037
376,1126,2,10.35296782
377,1127,2,15.30526347
377,1128,1,20.66128395
377,1129,1,118.2632711
378,1130,0,8.56000958
379,1131,2,51.61475973
379,1132,2,1.162526285
380,1133,1,1.640876013
380,1134,0,12.14615271
380,1135,2,16.44631232
381,1136,2,59.43873409
381,1137,0,4.68497382
381,1138,1,2.5662451
381,1139,1,3.834775495
382,1140,2,3.50467776
382,1141,1,2.825381716
382,1142,2,1.607121991
382,1143,1,30.32240209
382,1144,1,2.810660775
383,1145,0,0.37067933
383,1146,2,2.238880361
384,1147,2,3.19154768
385,1148,2,2.206906812
385,1149,1,33.7238294
385,1150,0,2.878944873
385,1151,0,4.560837311
